,raw,clean,prediction
2610,"""Karyawan/karyawati, keluarga dan individu lain terkait dalam keluarga sebagai penerima Vaksin Covid-19 dalam pelayanan Vaksinasi Gotong Royong sebagaimana dimaksud pada ayat (3) tidak dipungut bayaran/gratis,"" tulis aturan itu dalam Pasal 3 ayat 5 dikutip CNBC Indonesia",karyawan karyawati keluarga dan individu lain kait dalam keluarga bagai terima vaksin covid dalam layan vaksinasi gotong royong bagaimana maksud pada ayat tidak pungut bayar gratis tulis atur itu dalam pasal ayat kutip cnbc indonesia,0
2611,"‘Vaksinasi gotong royong’ berpotensi akibatkan:
- ‘market failure’, dimana vaksin covid tdk tersedia utk mereka yg paling membutuhkn
- wastage rates yg tinggi pd ‘vaksinasi gratis’
- vaccine hesitancy yg lbh tinggi
- blackmarket vaksin covid yg handlingnya blm tentu penuhi syarat",vaksinasi gotong royong potensi akibat market failure mana vaksin covid tidak sedia untuk mereka yang paling membutuhkn wastage rates yang tinggi pada vaksinasi gratis vaccine hesitancy yang lebih tinggi blackmarket vaksin covid yang handlingnya belum tentu penuh syarat,0
2612,@nanaaemm Vaksin hepatitis. Kalo covid gratis kok tinggal nunggu giliran dipanggil aja,vaksin hepatitis jika covid gratis kok tinggal tunggu gilir panggil saja,0
2613,"Kl Anda jauh2 hari nggak memprediksi vaksin gratis akan bocor ke crazy rich pemilik apotek, pejabat+keluarga, serta koruptor, entah Anda blm lama tinggal di Indonesia atau luar biasa optimis pada negeri ini.
Kondisi birokrasi negeri ini nggak tiba2 ideal begitu ada Covid.",kalau anda jauh hari enggak prediksi vaksin gratis akan bocor ke crazy rich milik apotek jabat keluarga serta koruptor tidak tahu anda belum lama tinggal di indonesia atau luar biasa optimis pada negeri ini kondisi birokrasi negeri ini enggak tiba ideal begitu ada covid,0
2614,"Pemerintah pun memastikan tidak ada perbedaan antara vaksinasi pemerintah dengan vaksinasi gotong royong dalam hal biaya, yaitu sama-sama diberikan secara gratis. Sehingga tidak ada istilah vaksin berbayar atau komersialisasi vaksinasi Covid-19. Arya menjelaskan,",perintah pun pasti tidak ada beda antara vaksinasi perintah dengan vaksinasi gotong royong dalam hal biaya yaitu sama sama beri cara gratis sehingga tidak ada istilah vaksin bayar atau komersialisasi vaksinasi covid arya jelas,0
2615,"@igandika Aman kok tenang aja.. yg penting 30 menit sebelum vaksin makan dulu yaa.. abis vaksin rasanya ngantuk sama laper muehehehe

Jek vaksin gen mumpung gratis, men (jikping) kene covid sing kanti kene gejala berat",aman kok tenang saja yang penting menit belum vaksin makan dulu ya habis vaksin rasa ngantuk sama laper muehehehe jek vaksin gen selagi gratis men jikping kene covid sing kanti kene gejala berat,1
2616,"Aku ki di vaksin yo monggo gak yo gak popo. Pokok mene lek wes gak gratis ojo katek enek syarat administrasi seng mewajibkan vaksin covid wae.
Soale kekebalan wes nyampek 70% toh berarti target pemerintah. Dan aku masuk yg alamiah. Itungane gitu kan.",saya ki di vaksin ya monggo enggak ya enggak popo pokok mene lek wes enggak gratis ojo katek enek syarat administrasi seng wajib vaksin covid wae soal kebal wes nyampek toh arti target perintah dan saya masuk yang alamiah itungane begitu kan,0
2617,"KJF Kebencanaan Jurusan Psikologi Universitas Brawijaya mengadakan Bincang Bencana Seri 1: Vaksin COVID 19 dalam Perspektif Psikologi dan Ilmu Kesehatan pada : 

📅 : 27 Februari 2021
🕒 :  08.30 - 11.30 WIB
📌 : Via Zoom Meeting
💲 : GRATIS 

(3/6)",kjf bencana jurus psikologi universitas brawijaya ada bincang bencana seri vaksin covid dalam perspektif psikologi dan ilmu sehat pada februari wib via zoom meeting gratis,1
2618,"“Seperti contohnya, vaksin yang digunakan tidak sama dengan program vaksinasi gratis pemerintah, kemudian tidak menggunakan fasilitas kesehatan pemerintah, dan pengusaha memberikan gratis pada pekerjanya. Ini langkah positif untuk menanggulangi COVID-19,” ujarnya.",seperti contoh vaksin yang guna tidak sama dengan program vaksinasi gratis perintah kemudian tidak guna fasilitas sehat perintah dan usaha beri gratis pada kerja ini langkah positif untuk tanggulang covid ujar,1
2619,"@TirtoID 1. Buktikan vaksin ini benar benar benar aman.
2. Yakinkan meski efikasi tidak tinggi, srtidaknya ini aman dan tanpa efek samping, toh gratis.
3. Lawan para kaum Kontipasikonspirasi, pandemi ini real dan vaksin akan merendahkan sakit krn covid.",bukti vaksin ini benar benar benar aman yakin meski efikasi tidak tinggi srtidaknya ini aman dan tanpa efek samping toh gratis lawan para kaum kontipasikonspirasi pandemi ini real dan vaksin akan rendah sakit karena covid,0
2620,"Tidak ada perbedaan antara vaksinasi pemerintah #VaksinGotongRoyong
dalam hal biaya.
kedua program vaksin ini akan diberikan secara gratis. Sehingga, ia menilai, tidak ada istilah vaksin berbayar atau komersialisasi vaksinasi Covid-19",tidak ada beda antara vaksinasi perintah dalam hal biaya dua program vaksin ini akan beri cara gratis sehingga ia nilai tidak ada istilah vaksin bayar atau komersialisasi vaksinasi covid,0
2621,"Vaksin virus corona atau Covid-19 akan dibagi dalam dua kategori, yakni gratis dan berbayar atau mandiri.
#VaksinGotongRoyong",vaksin virus corona atau covid akan bagi dalam dua kategori yakni gratis dan bayar atau mandiri,1
2622,"Erick Thohir mengetuk pintu hati masyarakat mampu agar tetap membayar vaksin Covid-19,dan hal ini sangatlah efektif supaya masyarakat tidak mampu mendapatkan Secara gratis. #VaksinGotongRoyong",erick thohir ketuk pintu hati masyarakat mampu agar tetap bayar vaksin covid dan hal ini sangat efektif supaya masyarakat tidak mampu dapat cara gratis,1
2623,"Stop beritain covid, vaksin sudah gratis sekarang swab bersama temen temen nya gratiskan juga gausah potong liburan. Biar semua aman ekonomi membaik.",stop beritain covid vaksin sudah gratis sekarang swab sama teman teman nya gratis juga enggak usah potong libur supaya semua aman ekonomi baik,1
2624,@KompasTV Sebaiknya dana kunjungan kerja dialokasikan untuk vaksin #COVID19  gratis bagi masyarakat Indonesia.,baik dana kunjung kerja alokasi untuk vaksin gratis bagi masyarakat indonesia,1
2625,"Selasa depan dapet gratis vaksin dari kantor, vaksin influenza.
Gapapa deh tahun depan lagi kali ya baru vaksin covid.",selasa depan dapat gratis vaksin dari kantor vaksin influenza gapapa deh tahun depan lagi kali iya baru vaksin covid,1
2626,"Pemerintah telah menyediakan vaksin Covid-19 secara gratis dan semua lapisan masyarakat masyarakat harus berperan aktif dengan tetap disiplin menjalankan prokes 3M. 
#vaksinasitahap2
#tetapdisiplinprokes",perintah telah sedia vaksin covid cara gratis dan semua lapis masyarakat masyarakat harus peran aktif dengan tetap disiplin jalan prokes,1
2627,"World Bank katanya bakal ngasih funding buat program vaksinasi untuk negara2 low-income sama middle-income lewat COVAX (COVID-19 Vaccine Global Access). Kalo kata Menkes, pemerintah jg kerja sama sama GAVI buat dpt vaksin gratis, tapi palingan cm sekitar 16-100 juta dosis.",world bank kata bakal asih funding buat program vaksinasi untuk negara kalau income sama middle income lewat covax covid vaccine global acce jika kata menkes perintah juga kerja sama sama gavi buat dapat vaksin gratis tapi paling cuma sekitar juta dosis,1
2628,"Di kantor lagi pada rame percepatan vaksin Covid-19, tapi harus bayar sendiri dari pada nunggu yg gratis. Sek, aku tak mikir disik~ 🤔",di kantor lagi pada ramai cepat vaksin covid tapi harus bayar sendiri dari pada tunggu yang gratis sek saya tidak mikir disik,0
2629,"Just got updates dr suster di rumah sakit yg biasa gw ambil obat ARV, ada program tes VL n CD4 gratis dr pemerintah d bulan maret awal.
Katanya utk vaksinasi covid-19 bagi penderita HIV.
Alhamdulillah..
Semoga hasilnya selalu bagus, Dan bs sgr vaksin covid-19",just got updates dari suster di rumah sakit yang biasa gue ambil obat arv ada program tes vl celana dalam gratis dari perintah bulan maret awal kata untuk vaksinasi covid bagi derita hiv alhamdulillah moga hasil selalu bagus dan bisa sgr vaksin covid,1
2630,@jokowi BUKANNYA PEMERINTAH tolong SEMBUHKAN RAKYAT PASIEN CORONA dg FRY81 yg GRATIS / HERBAL lain yg BAYAR &amp; PROTEKSI RAKYAT  yg BELUM PERNAH KENA COVID19 dg HERBAL PELINDUNG kami malah bpk &amp; Pemerintah NGOTOT PAKSAKAN RAKYAT DIVAKSIN pdhal Vaksin ini TDK BISA LINDUNGI 100%.,bukan perintah tolong sembuh rakyat pasien corona dengan fry yang gratis herbal lain yang bayar amp proteksi rakyat yang belum pernah kena covid dengan herbal lindung kami bahkan bapak amp perintah ngotot paksa rakyat vaksin padahal vaksin ini tidak bisa lindung,0
2631,@abu_waras Yang terharu karena vaksin covid gratis ?,yang haru karena vaksin covid gratis,1
2632,"Vaksin gratis beberapa bulan yg lalu udah nongol, posisi di jakarta tapi blm kebagian merata.
Gile, kapan kelarnya nih corona.
Giliran nyoblos pemilu sehari wajib kelar, knp gak pake cara itu sih.
Apa ada yg sengaja ngulur2 ya? Semoga kena azab tuh pelakunya.",vaksin gratis beberapa bulan yang lalu sudah nongol posisi di jakarta tapi belum bagi rata gila kapan kelar ini corona gilir coblos milu hari wajib kelar kenapa enggak pakai cara itu sih apa ada yang sengaja ngulur iya moga kena azab itu laku,0
2633,"@AryaWBP48 Ya sama seperti polio ,polio tetap ada jika tidak semua anak anak di beri vaksin polio makanya di canangkan indonesia bebas polio, karna vaksin polio itu wajib di beri ke setiap anak dan gratis, sama seperti covid19 jika semua orang tidak di beri vaksin, covid tetap ada .",iya sama seperti polio polio tetap ada jika tidak semua anak anak di beri vaksin polio makanya di canang indonesia bebas polio karena vaksin polio itu wajib di beri ke tiap anak dan gratis sama seperti covid jika semua orang tidak di beri vaksin covid tetap ada,1
2634,@BEH4VIOR vaksin corona gratis anjingg,vaksin corona gratis anjingg,0
2635,Kayaknya pemerintahan Presiden jokowi dan kabinet plin plan dalam proses vaksinasi covid 19. Katanya gratis u seluruh rakyat indonesia tapi kok ada vaksinasi mandiri. Artinya ada yg bayar dong jadi yg miskin mati aja ya. Terus sdr Rafi Ahmad tenaga kesehatan atau bukan....istmwa,seperti perintah presiden jokowi dan kabinet plin plan dalam proses vaksinasi covid kata gratis seluruh rakyat indonesia tapi kok ada vaksinasi mandiri arti ada yang bayar dong jadi yang miskin mati saja iya terus sdr rafi ahmad tenaga sehat atau bukan istmwa,0
2636,Top News Koran Rakyat Merdeka. Soal Permintaan Vaksinasi Mandiri Dari Pengusaha. Perusahaan Yang Bayar Karyawan Dapat Gratis. #vaksin #VaksinCovid19 #Corona #coronavirus #COVID19 #COVID19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid.,top news koran rakyat merdeka soal minta vaksinasi mandiri dari usaha usaha yang bayar karyawan dapat gratis,1
2637,"Please sharing yuk, seandainya kamu dapet jatah vaksin covid-19 secara gratis, kamu mau divaksin atau nggak? Kalo boleh sertakan alasannya🙏",tolong sharing yuk anda kamu dapat jatah vaksin covid cara gratis kamu mau vaksin atau enggak jika boleh serta alas,1
2638,"@timmymalachi si goblog, ga pernah ke puskesmas apa ya? justru puskesmas ngebantu banget buat yg ga punya duit berobat karena pandemi, apalagi sekarang ada jatah pcr gratis sama jadi tempat buat vaksinasi covid",sih goblog enggak pernah ke puskesmas apa iya justru puskesmas bantu banget buat yang enggak punya duit obat karena pandemi apalagi sekarang ada jatah pcr gratis sama jadi tempat buat vaksinasi covid,1
2639,"@bangdassi Padahal vaksin corona kan sama aja kaya imunisasi yg lain 🤔
Mana gratis tinggal duduk manis 😐",padahal vaksin corona kan sama saja kayak imunisasi yang lain mana gratis tinggal duduk manis,0
2640,"@ethereaaIx @niaabcde @surethingCB @tanyainrl Bener emg pemerintah ngasih bantuan menyeluruh kan enggak paling cuma beberapa aja kan. Ya gua sih ikutin pake masker, jaga jarak udah. Balik lagi aja deh yg gembar gembor tes covid gratis dan vaksin menyeluruh pemerintah kan yaudah bisa nilai sendiri.",benar memang perintah asih bantu seluruh kan tidak paling cuma beberapa saja kan iya aku sih ikut pakai masker jaga jarak sudah balik lagi saja deh yang gembar gembor tes covid gratis dan vaksin seluruh perintah kan ya sudah bisa nilai sendiri,0
2641,Di suruh isi data vaksin covid gratis 😩 isi gak ya jujur takuut,di suruh isi data vaksin covid gratis isi enggak iya jujur takuut,0
2642,@jokowi Tentunya menjadi harapan masyarakat untuk meningkatkan taraf hidupnya. Harapannya juga pandemi Covid19 segera berlalu. Vaksin untuk mencegah agar tidak tertular. Bagi mereka yang tertular dan sakit bisa diatasi dengan Herbal FRY81. Gratis,tentu jadi harap masyarakat untuk tingkat taraf hidup harap juga pandemi covid segera lalu vaksin untuk cegah agar tidak tular bagi mereka yang tular dan sakit bisa atas dengan herbal fry gratis,1
2643,"“Proses pengujian terus berlangsung. Vaksin yang telah mendapat sertifikat lot release siap digunakan dalam program nasional vaksinasi Covid-19 gratis,” katanya.",proses uji terus langsung vaksin yang telah dapat sertifikat lot release siap guna dalam program nasional vaksinasi covid gratis kata,1
2644,@mbahndi Katanya vaksinasi covid19 itu gratis Dok..? Trus giliran kami rakjat djelantah ini kapan dikasih yang gratisan?,kata vaksinasi covid itu gratis dok terus gilir kami rakjat djelantah ini kapan kasih yang gratis,0
2645,"@yo2thok @sahaL_AS @jokowi udah dikasih vaksin gratis aja masih dipermasalahin, memang susah mau diajak bebas dari covid aja",sudah kasih vaksin gratis saja masih dipermasalahin memang susah mau ajak bebas dari covid saja,0
2646,"@chicohakim @KemnakerRI @jokowi Mending dahulukan dulu vaksin gratis buat rakyat dan dikendalikan sepenuhnya oleh Pemerintah...agak khawatir aja kalo vaksin covid sdh mulai diperjualbelikan, napsu korupsi akan bermain.",lebih baik dahulu dulu vaksin gratis buat rakyat dan kendali sepenuh oleh perintah agak khawatir saja jika vaksin covid sudah mulai diperjualbelikan napsu korupsi akan main,0
2647,"Webinar *Vaksinasi Covid-19 : Siapkah Kita?*
📆  Sabtu, 20 Februari 2021
🕙  09.00-11.00
📍 Zoom Meeting
🎥 YouTube Universitas Brawijaya dan UBTV Livestream

Pematerinya keren! Gratis! Dapet sertifikat lagi! Plus, #TemanUB juga berkesempatan mendapatkan doorprize lho!🤩🤩",webinar vaksinasi covid siap kita sabtu februari zoom meeting youtube universitas brawijaya dan ubtv livestream pater keren gratis dapat sertifikat lagi plus juga sempat dapat doorprize lho,1
2648,@aniesbaswedan Vaksin untuk yg sehat dan belum tertular covid19. Untuk yg sedang sakit atau sudah tertular atasi dgn Herbal FRY81. Bukti yg sembuh bisa dilihat di twit sematan saya. Gratis,vaksin untuk yang sehat dan belum tular covid untuk yang sedang sakit atau sudah tular atas dengan herbal fry bukti yang sembuh bisa lihat di twit semat saya gratis,1
2649,"Karena itu, keputusan pemerintah Indonesia dalam menanggung semua pembiayaan vaksinasi Covid -19 layak disebut sebagai langkah taktis yang memberi banyak nilai mamfaat. Upaya pemberian vaksin Covid-19 gratis kepada masyarakat menjadi kekuatan negara untuk",karena itu putus perintah indonesia dalam tanggung semua biaya vaksinasi covid layak sebut bagai langkah taktis yang beri banyak nilai mamfaat upaya beri vaksin covid gratis kepada masyarakat jadi kuat negara untuk,1
2650,Keputusan populis pemerintah dalam memberikan vaksin Covid-19 secara gratis ini jelas merupakan solusi taktis perencanaan strategis pemerintah Indonesia supaya negara dapat kembali menjalankan rutinitasnya secara normal.,putus populis perintah dalam beri vaksin covid cara gratis ini jelas rupa solusi taktis rencana strategis perintah indonesia supaya negara dapat kembali jalan rutinitasnya cara normal,1
2651,vaksinasi ini bersifat gratis sehingga dapat memberi akses layanan vaksin seluas mungkin bagi masyarakat Indonesia. Bahkan Presiden Jokowi mengatakan dirinya siap menjadi penerima pertama vaksin Covid-19 demi memberi kepercayaan pada seluruh masyarakat Indonesia kalau,vaksinasi ini sifat gratis sehingga dapat beri akses layan vaksin luas mungkin bagi masyarakat indonesia bahkan presiden jokowi kata diri siap jadi terima pertama vaksin covid demi beri percaya pada seluruh masyarakat indonesia kalau,1
2652,"Ditargetkan pada Februari 2021, sebesar 7,5 juta dosis Vaksin COVID-19 didistribusikan untuk mendukung program nasional vaksinasi COVID-19 gratis tahap kedua.",target pada februari besar juta dosis vaksin covid distribusi untuk dukung program nasional vaksinasi covid gratis tahap dua,1
2653,"@jokowi Pararel dgn vaksin untuk yg sehat, bagi yg sakit kurangi resiko kematian akibat covid19 dgn Herbal FRY81. Bukti yg sembuh bisa dilihat di twit sematan saya. Gratis selama belum ada obat resmi covid19. Yg membutuhkan silakan DM",pararel dengan vaksin untuk yang sehat bagi yang sakit kurang resiko mati akibat covid dengan herbal fry bukti yang sembuh bisa lihat di twit semat saya gratis lama belum ada obat resmi covid yang butuh sila dm,1
2654,"Kemarin : tes swab gratis untuk tracking penderita covid
Akhirnya : muncul lah klinik2 khusus swab berbayar macem bu*a*e, dkk

Sekarang : vaksinasi gratis untuk masyarakat
Akhirnya : vaksinasi berbayar didukung penuh

Welcome to this business",kemarin tes swab gratis untuk tracking derita covid akhir muncul lah klinik khusus swab bayar macam bu dan kawan sekarang vaksinasi gratis untuk masyarakat akhir vaksinasi bayar dukung penuh welcome tapi this busine,1
2655,dimana hasil survey tersebut menunjukkan bahwa 27 persen responden menolak untuk menjalani vaksinasi Covid-19 walau dilakukan secara gratis dan dinilai aman.,mana hasil survey sebut tunjuk bahwa persen responden tolak untuk jalan vaksinasi covid walau laku cara gratis dan nilai aman,1
2656,"@nurudinwriter Masa udh dikasih gratis minta reward lg pak? Bisa2 nambah utang lg pak 😁😁 tp klo sanksi bentuk denda  dan pencabutan hak bansos agak keberatan jg sih, tp klo yg nolak vaksin trus terjangkit covid, maka ybs tidak ditanggung biaya pengobatannya mungkin bisa dipertimbangkan 😁",masa sudah kasih gratis minta harga lagi pak bisa tambah utang lagi pak tapi kalo sanksi bentuk denda dan cabut hak bansos agak berat juga sih tapi kalo yang nolak vaksin terus jangkit covid maka ybs tidak tanggung biaya obat mungkin bisa timbang,0
2657,Ada sebuah berita di tv terkait vaksin Corona bagi konglomerat gratis. Saya langsung menjadi seseorang yg emosi melihat hal tersebut. Situasi seperti ini membuat para penonton semakin tidak percaya dengan kebijakan yg ada untuk keadilan masyarakat. Miris.,ada buah berita di tv kait vaksin corona bagi konglomerat gratis saya langsung jadi orang yang emosi lihat hal sebut situasi seperti ini buat para tonton makin tidak percaya dengan bijak yang ada untuk adil masyarakat miris,0
2658,Ditawarin vaksin Covid gratis tapi kok masih ragu 😅,ditawarin vaksin covid gratis tapi kok masih ragu,0
2659,"@okezonenews Kalau Negara kaya hanya mementingkan rakyat mareka maka Pandemi berikut nya akan muncul dari Negara2 miskin, jadi harusnya Negara kaya memberikan Vaksin gratis ke negara miskin agar seluruh dunia terbebas dari covid19 @WHOIndonesia @WHO",kalau negara kayak hanya penting rakyat mareka maka pandemi ikut nya akan muncul dari negara miskin jadi harus negara kayak beri vaksin gratis ke negara miskin agar seluruh dunia bebas dari covid,0
2660,"Sesegera mungkin masyarakat bisa mendapatkan vaksin, sesegera itu pula kita berharap covid bisa kita atasi. 

Dan Prinsip yg utama yg mesti dipegang adalah HAK RAKYAT UNTUK MENDAPATKAN VAKSIN GRATIS WAJIB DIPENUHI OLEH NEGARA.",segera mungkin masyarakat bisa dapat vaksin segera itu pula kita harap covid bisa kita atas dan prinsip yang utama yang mesti pegang adalah hak rakyat untuk dapat vaksin gratis wajib penuh oleh negara,1
2661,"@PDI_Perjuangan TIDAK ADA YG BISA DILAKUKAN PEMERINTAH u/ HENTIKAN PANDEMI ini. 
Vaksin pun TIDAK BISA bahkan akan jadi petaka bagi yg di vaksin. 
Pak JOKOWI ditawarkan HERBAL INDONESIA FRY81 dari @ramayanti81 GRATIS lg yg TERBUKTI SEMBUHKAN smua pasien COVID19 yg minum FRY81.",tidak ada yang bisa laku perintah henti pandemi ini vaksin pun tidak bisa bahkan akan jadi petaka bagi yang di vaksin pak jokowi tawar herbal indonesia fry dari gratis lagi yang bukti sembuh semua pasien covid yang minum fry,1
2662,"@Candra__Putra @RichardJKnight8 @JhonaMerah @ramayanti81 @jokowi Sybga butuh vaksin,  ga penting mau halal, gratis,  saya mau hidup aman,  kaminPunya OBAT CORONA SANGAT MANJUR,  TERBUKTI RATUSAN pasien CORONA SEMBUH.",sybga butuh vaksin enggak penting mau halal gratis saya mau hidup aman kaminpunya obat corona sangat manjur bukti ratus pasien corona sembuh,1
2663,Aku gelem ae di vaksin covid19 lak GRATIS sopo sing gak gelem lak gratis lak bayar yo gak gelem aku..,saya gelem saja di vaksin covid lak gratis sopo sing enggak gelem lak gratis lak bayar ya enggak gelem saya,0
2664,"Saya bertaruh vaksinasi mandiri versi KADIN bakal jalan. Biasanya usulan pengusaha akan selalu gol di pemerintahan. 

Bagaimana cara MEMBUKTIKAN kalau vaksinasi ini menghambat 
1️⃣vaksinasi gratis
2️⃣pengendalian Covid?

Kalau sudah tahu cara cari bukti, lalu bagaimana MENCEGAHnya?",saya taruh vaksinasi mandiri versi kadin bakal jalan biasa usul usaha akan selalu gol di perintah bagaimana cara bukti kalau vaksinasi ini hambat vaksinasi gratis kendali covid kalau sudah tahu cara cari bukti lalu bagaimana cegah,1
2665,"@Lisaamartatara4 @Mr_cosanostr Alhamdulillah Bu dokter udh sembuh dri Corona,sekarng udh mulai aktif lagi.

apakh Bu dokter udh dpat vaksin gratis dri pemerintah yaaa.? 🤲🤲🤲",alhamdulillah bu dokter sudah sembuh dari corona sekarang sudah mulai aktif lagi apakh bu dokter sudah dpat vaksin gratis dari perintah iya,1
2666,"@diomerue kalau boleh bagikan juga ke @jokowi supaya terbuka pikirannya, ga kolot lagi,  kasihan banyak NYAWA TERANCAM karena COVID19 ini,  HARUS GERAK CEPAT MENOLONG MEREKA. 
la GRATIS kok ga mau malah pilih yg BAYAR = VAKSIN yg Ga bisa lindumgi 100%, MENYEDIHKAN.",kalau boleh bagi juga ke supaya buka pikir enggak kolot lagi kasihan banyak nyawa ancam karena covid ini harus gerak cepat tolong mereka lah gratis kok enggak mau bahkan pilih yang bayar vaksin yang enggak bisa lindumgi sedih,0
2667,vaksin covid ga gratis bayar pake kesabaran,vaksin covid enggak gratis bayar pakai sabar,0
2668,"@msaid_didu Ya trus lebih baik gak ngutang tapi gada vaksin gratis? Gada bansos covid?

Mikir konteks kali skrg lagi resesi dan ada pandemik covid. Utang bukan hal penting dibanding nyawa.",iya terus lebih baik enggak ngutang tapi enggak ada vaksin gratis enggak ada bansos covid mikir konteks kali sekarang lagi resesi dan ada pandemik covid utang bukan hal penting banding nyawa,0
2669,#BREAKING Malaysia telah menyetujui untuk memberikan vaksin Covid-19 gratis ke semua warga asing yang tinggal di Malaysia. Mereka akan mendapat kesempatan vaksinasi kedua setelah prioritas warga Malaysia sendiri. Malaysia menggunakan vaksin Oxford-AstraZeneca.,malaysia telah tuju untuk beri vaksin covid gratis ke semua warga asing yang tinggal di malaysia mereka akan dapat sempat vaksinasi dua telah prioritas warga malaysia sendiri malaysia guna vaksin oxford astrazeneca,1
2670,"Vaksinasi covid, benarkah gratis tanpa embel embel yang akhirnya jadi berbayar ? 🤔🤔🤔🤔",vaksinasi covid benar gratis tanpa embel embel yang akhir jadi bayar,0
2671,@agussari Saya blm dengar. Negara paling kapitalis pun (AS) memberi vaksin COVID-19 secara gratis,saya belum dengar negara paling kapitalis pun as beri vaksin covid cara gratis,0
2672,"@tempodotco Berita seperti ini akan lebih menanamkan rasa benci anti Pati ketidak percayaan di ulang tahun pers apa hadiah seperti ini yg di berikan ke publik, Antara pro dan kontra vaksin covid semua pasti akan kebagian ntah bayar atau pun gratis, sabarlah giliran anda akan tiba",berita seperti ini akan lebih tanam rasa benci anti pati tidak percaya di ulang tahun pers apa hadiah seperti ini yang di ikan ke publik antara profesional dan kontra vaksin covid semua pasti akan bagi entah bayar atau pun gratis sabar gilir anda akan tiba,0
2673,"@jokowi Pemerintah junjung tinggi perijinan, uji klinis itu Bagus &amp; PRODUK IMPORT (VAKSIN), tp smua pasien Covid19 BERLOMBA dg MAUT.
Knapa Pemerintah tdk uji saja FRY81, siapkan pasien COVID19 min 10 pasien u/ minum FRY81 GRATIS 1 minggu &amp; SEMUA pasien PASTI SEMBUH/NEGATIF.",perintah junjung tinggi perijinan uji klinis itu bagus amp produk impo vaksin tapi semua pasien covid lomba dengan maut knapa perintah tidak uji saja fry siap pasien covid min pasien minum fry gratis minggu amp semua pasien pasti sembuh negatif,1
2674,"@Uki23 Vaksin mandiri itu biasa, mirip BPJS vs asuransi swasta, sekolah negeri vs swasta. Yg gratis lebih antri, di mana2 gitu. Sama aja. Lagian yg vaksin mandiri jg tetep antri sesama yg bayar kan? Lagian covid mana mandang kaya miskin, sekali sakit, tetep aja jd beban ke nakes.",vaksin mandiri itu biasa mirip bpjs vs asuransi swasta sekolah negeri vs swasta yang gratis lebih antri di mana begitu sama saja lagi yang vaksin mandiri juga tetap antri sama yang bayar kan lagi covid mana mandang kayak miskin sekali sakit tetap saja jadi beban ke tenaga sehat,0
2675,"@Nicho_Silalahi Mungkin hrs bgini kritiknya, saat ini corona sudah terkendali, vaksin gratis untk seluruh rakyat, kita patut bersyukur ekonomi smakin merokets, hutang smakin berkurang, peneggakkan hukum tidak pandang bulu, korupsi diberantas, dana bansos utuh.👍👍👍",mungkin harus begini kritik saat ini corona sudah kendali vaksin gratis untuk seluruh rakyat kita patut syukur ekonomi makin merokets hutang makin kurang peneggakkan hukum tidak pandang bulu korupsi berantas dana bansos utuh,1
2676,"Jokowi menjelaskan, saat ini pemerintah tengah memfokuskan pembelanjaan anggarannya untuk kebijakan vaksinasi Covid-19 secara massal yang diberikan gratis kepada sekitar 181,5 juta masyarakat Indonesia.",jokowi jelas saat ini perintah tengah fokus belanja anggar untuk bijak vaksinasi covid cara sama al yang beri gratis kepada sekitar juta masyarakat indonesia,1
2677,"@jokowi Saran buat pak Jokowi utk vaksin covid19 sebaiknya tidak di gratiskan semua. Buat skema khusus gratis,bpjs dan berbayar..Teknisnya monggo dibahas oleh tim ahli.. Semoga pandemi covid 19 segera berlalu..",saran buat pak jokowi untuk vaksin covid baik tidak di gratis semua buat skema khusus gratis bpjs dan bayar teknis monggo bahas oleh tim ahli moga pandemi covid segera lalu,1
2678,"@CNNIndonesia Sebaiknya pemerintah kerahkan para ahli meneliti Herbal FRY81 mengapa bisa menyembuhkan penderita covid-19. Semua yg konsumsi herbal ini membaik semuanya. Bukti2 mereka yg sembuh bisa menjadi langkah awal utk hentikan pandemi Covid19, di luar vaksin. Gratis. Yg butuh silakan DM",baik perintah kerah para ahli teliti herbal fry mengapa bisa sembuh derita covid semua yang konsumsi herbal ini baik semua bukti mereka yang sembuh bisa jadi langkah awal untuk henti pandemi covid di luar vaksin gratis yang butuh sila dm,1
2679,"2/
Beberapa merek vaksin #COVID19 lain termasuk CoronaVac (Sinovac), tidak tercantum pd tabel. Namun memiliki efek proteksi serupa.

Vaksin aman, efektif, halal &amp; gratis.
Jgn ragu utk vaksinasi.

Vaksinasi seluas-luasnya &amp; secepat-cepatnya.

Kita akhiri pandemi bersama.",beberapa merek vaksin lain masuk coronavac sinovac tidak cantum pada tabel namun milik efek proteksi rupa vaksin aman efektif halal amp gratis jangan ragu untuk vaksinasi vaksinasi luas luas amp cepat cepat kita akhir pandemi sama,1
2680,"Untung vaksin covid-19 gratis 🙃

Karna tahun ini rapel re vaksin Hep B dan mule HPV

Bangkrots 😶😬",untung vaksin covid gratis karena tahun ini rapel reply vaksin hep dan mule hpv bangkrots,1
2681,Dapet pengumuman dari kantor siapa yang mau mendaftar vaksin covid biaya nya ditanggung 50% sama perusahaan.. dari 700k jadi 350k.. mau gak ya 🤔 pengennya gratis 🤣,dapat umum dari kantor siapa yang mau daftar vaksin covid biaya nya tanggung sama usaha dari jadi mau enggak iya ken gratis,0
